snapshot_date,nmid,latest_week_start,weeks_since_first_tx,current_transaction_days,prev_transaction_days,current_tier,prev_tier,tenure_bucket,expected_weeks_churn,churn_prob_4w,churn_prob_8w,churn_prob_13w,churn_prob_26w,churn_prob_52w,churn_score,confident,risk_segment
2026-04-21,ID1026482054073,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054081,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054099,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054107,2026-04-13,9,2,4,1-2,3-4,growing,24.07,0.1775,0.3535,0.4581,0.6295,0.8141,0.1775,True,low
2026-04-21,ID1026482054115,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482054123,2026-04-13,9,0,1,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026482054131,2026-04-13,9,2,4,1-2,3-4,growing,24.07,0.1775,0.3535,0.4581,0.6295,0.8141,0.1775,True,low
2026-04-21,ID1026482054149,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054156,2026-04-13,9,1,3,1-2,3-4,growing,24.07,0.1775,0.3535,0.4581,0.6295,0.8141,0.1775,True,low
2026-04-21,ID1026482054164,2026-04-13,9,5,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482054172,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054180,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054198,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054214,2026-04-13,9,0,4,0,3-4,growing,15.23,0.5101,0.6088,0.6692,0.7701,0.8859,0.5101,True,high
2026-04-21,ID1026482054222,2026-04-13,9,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482054230,2026-04-13,9,1,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026482054248,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054255,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054263,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482054271,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054289,2026-04-13,9,5,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482054297,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054305,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054313,2026-04-13,9,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482054321,2026-04-13,9,2,4,1-2,3-4,growing,24.07,0.1775,0.3535,0.4581,0.6295,0.8141,0.1775,True,low
2026-04-21,ID1026482054339,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054347,2026-04-13,9,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482054354,2026-04-13,9,5,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482054388,2026-04-13,9,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482054396,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054404,2026-04-13,9,5,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482054412,2026-04-13,9,2,2,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482054420,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054438,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054446,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054453,2026-04-13,9,5,0,5-6,0,growing,32.05,0.0505,0.1517,0.2624,0.4836,0.7392,0.0505,True,low
2026-04-21,ID1026482054461,2026-04-13,9,7,2,7,1-2,growing,35.15,0.0243,0.0921,0.193,0.4306,0.7126,0.0243,True,very low
2026-04-21,ID1026482054487,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482054503,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054511,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054529,2026-04-13,9,2,5,1-2,5-6,growing,24.42,0.1782,0.3408,0.4442,0.6165,0.8082,0.1782,True,low
2026-04-21,ID1026482054537,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054545,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054552,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054578,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054586,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054594,2026-04-13,9,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482054610,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054628,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054636,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054644,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054651,2026-04-13,9,7,4,7,3-4,growing,34.94,0.0271,0.0967,0.1996,0.4343,0.7147,0.0271,True,very low
2026-04-21,ID1026482054669,2026-04-13,6,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054677,2026-04-13,9,3,0,3-4,0,growing,29.34,0.0787,0.2196,0.3277,0.5375,0.7643,0.0787,True,low
2026-04-21,ID1026482054685,2026-04-13,9,3,2,3-4,1-2,growing,27.83,0.09,0.2556,0.3681,0.5652,0.7795,0.09,True,low
2026-04-21,ID1026482054693,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482054719,2026-04-13,9,4,6,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026482054727,2026-04-13,9,4,3,3-4,3-4,growing,28.92,0.0728,0.2267,0.3429,0.5457,0.7695,0.0728,True,low
2026-04-21,ID1026482054735,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054743,2026-04-13,9,7,5,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482054750,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054768,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482054776,2026-04-13,9,2,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026482054784,2026-04-13,9,2,2,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482054792,2026-04-13,9,4,5,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026482054800,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054818,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482054826,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054842,2026-04-13,9,1,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482054859,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482054867,2026-04-13,9,1,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026482054875,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054883,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054891,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482054909,2026-04-13,9,0,1,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026482054917,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054925,2026-04-13,9,2,3,1-2,3-4,growing,24.07,0.1775,0.3535,0.4581,0.6295,0.8141,0.1775,True,low
2026-04-21,ID1026482054933,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482054941,2026-04-13,9,0,2,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026482054958,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482054966,2026-04-13,9,3,6,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026482054974,2026-04-13,9,2,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026482054982,2026-04-13,5,6,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482054990,2026-04-13,9,6,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482055005,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055013,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482055021,2026-04-13,9,5,3,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026482055047,2026-04-13,9,5,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482055054,2026-04-13,3,2,2,1-2,1-2,early,20.26,0.2439,0.4378,0.5499,0.6974,0.8643,0.2439,True,medium
2026-04-21,ID1026482055062,2026-04-13,9,4,2,3-4,1-2,growing,27.83,0.09,0.2556,0.3681,0.5652,0.7795,0.09,True,low
2026-04-21,ID1026482055088,2026-04-13,4,7,6,7,5-6,early,33.83,0.0216,0.0947,0.1987,0.4492,0.7387,0.0216,True,very low
2026-04-21,ID1026482055096,2026-04-13,9,1,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482055104,2026-04-13,9,2,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482055112,2026-04-13,9,6,2,5-6,1-2,growing,31.03,0.0559,0.173,0.2867,0.5031,0.7483,0.0559,True,low
2026-04-21,ID1026482055138,2026-04-13,9,0,1,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026482055146,2026-04-13,9,6,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482055153,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482055161,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055179,2026-04-13,9,2,2,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482055187,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482055195,2026-04-13,9,5,6,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482055203,2026-04-13,9,6,1,5-6,1-2,growing,31.03,0.0559,0.173,0.2867,0.5031,0.7483,0.0559,True,low
2026-04-21,ID1026482055211,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055229,2026-04-13,9,2,5,1-2,5-6,growing,24.42,0.1782,0.3408,0.4442,0.6165,0.8082,0.1782,True,low
2026-04-21,ID1026482055237,2026-04-13,4,3,2,3-4,1-2,early,25.93,0.1075,0.2866,0.4036,0.6019,0.812,0.1075,True,low
2026-04-21,ID1026482055245,2026-04-13,6,5,4,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026482055252,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055260,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055286,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055294,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055302,2026-04-13,9,3,1,3-4,1-2,growing,27.83,0.09,0.2556,0.3681,0.5652,0.7795,0.09,True,low
2026-04-21,ID1026482055328,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055336,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055344,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055351,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055377,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055385,2026-04-13,9,4,2,3-4,1-2,growing,27.83,0.09,0.2556,0.3681,0.5652,0.7795,0.09,True,low
2026-04-21,ID1026482055393,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055401,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482055419,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055427,2026-04-13,3,4,1,3-4,1-2,early,25.93,0.1075,0.2866,0.4036,0.6019,0.812,0.1075,True,low
2026-04-21,ID1026482055435,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055443,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055450,2026-04-13,9,5,5,5-6,5-6,growing,32.4,0.0403,0.1417,0.2556,0.4781,0.7363,0.0403,True,very low
2026-04-21,ID1026482055468,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055484,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055492,2026-04-13,9,1,5,1-2,5-6,growing,24.42,0.1782,0.3408,0.4442,0.6165,0.8082,0.1782,True,low
2026-04-21,ID1026482055500,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055518,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055526,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055534,2026-04-13,9,2,4,1-2,3-4,growing,24.07,0.1775,0.3535,0.4581,0.6295,0.8141,0.1775,True,low
2026-04-21,ID1026482055542,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055559,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055575,2026-04-13,9,1,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482055583,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055591,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055609,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055617,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055625,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055641,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482055658,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055666,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055674,2026-04-13,9,1,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482055682,2026-04-13,9,1,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482055690,2026-04-13,9,2,3,1-2,3-4,growing,24.07,0.1775,0.3535,0.4581,0.6295,0.8141,0.1775,True,low
2026-04-21,ID1026482055724,2026-04-13,9,0,3,0,3-4,growing,15.23,0.5101,0.6088,0.6692,0.7701,0.8859,0.5101,True,high
2026-04-21,ID1026482055740,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055781,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482055799,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482055807,2026-04-13,9,7,3,7,3-4,growing,34.94,0.0271,0.0967,0.1996,0.4343,0.7147,0.0271,True,very low
2026-04-21,ID1026482055815,2026-04-13,9,3,5,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026482055823,2026-04-13,6,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055831,2026-04-13,9,2,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482055849,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055856,2026-04-13,9,1,0,1-2,0,growing,20.66,0.2838,0.4569,0.5501,0.6878,0.8472,0.2838,True,medium
2026-04-21,ID1026482055864,2026-04-13,9,5,3,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026482055880,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055898,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055906,2026-04-13,9,1,5,1-2,5-6,growing,24.42,0.1782,0.3408,0.4442,0.6165,0.8082,0.1782,True,low
2026-04-21,ID1026482055914,2026-04-13,9,2,2,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482055922,2026-04-13,9,4,6,3-4,5-6,growing,29.49,0.074,0.2111,0.3255,0.5332,0.7639,0.074,True,low
2026-04-21,ID1026482055930,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055948,2026-04-13,9,4,2,3-4,1-2,growing,27.83,0.09,0.2556,0.3681,0.5652,0.7795,0.09,True,low
2026-04-21,ID1026482055955,2026-04-13,9,5,3,5-6,3-4,growing,31.73,0.0451,0.1559,0.2682,0.491,0.7413,0.0451,True,very low
2026-04-21,ID1026482055971,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482055989,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482055997,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482056011,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482056037,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482056060,2026-04-13,9,1,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482056078,2026-04-13,6,2,1,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482056086,2026-04-13,9,0,0,0,0,growing,4.34,0.8793,0.9024,0.9172,0.9444,0.9715,0.8793,True,critical
2026-04-21,ID1026482056094,2026-04-13,9,6,7,5-6,7,growing,33.35,0.0368,0.1212,0.2347,0.4585,0.727,0.0368,True,very low
2026-04-21,ID1026482056102,2026-04-13,9,4,4,3-4,3-4,growing,28.92,0.0728,0.2267,0.3429,0.5457,0.7695,0.0728,True,low
2026-04-21,ID1026482056110,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482056128,2026-04-13,9,3,2,3-4,1-2,growing,27.83,0.09,0.2556,0.3681,0.5652,0.7795,0.09,True,low
2026-04-21,ID1026482056136,2026-04-13,9,0,1,0,1-2,growing,12.36,0.5952,0.6854,0.7433,0.8238,0.9113,0.5952,True,high
2026-04-21,ID1026482056151,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482056177,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482056185,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482056193,2026-04-13,9,2,2,1-2,1-2,growing,21.57,0.2391,0.4195,0.5234,0.6725,0.8398,0.2391,True,medium
2026-04-21,ID1026482056201,2026-04-13,9,7,6,7,5-6,growing,35.12,0.0239,0.0919,0.1936,0.4304,0.7131,0.0239,True,very low
2026-04-21,ID1026482056219,2026-04-13,9,7,7,7,7,growing,35.83,0.0138,0.0764,0.1748,0.4157,0.7061,0.0138,True,very low
2026-04-21,ID1026482056227,2026-04-13,9,4,0,3-4,0,growing,29.34,0.0787,0.2196,0.3277,0.5375,0.7643,0.0787,True,low
